,date,DRIV종가,DRIV거래량,ACDC종가,ACDC거래량,kars,kars_거래량,kars_volatility,batt,batt_거래량,batt_volatility
0,2022-03-04,25.54,370.09,0.075,1080.0,37.19,63.21,-3.45,15.74,86.83,-2.54
1,2022-03-03,26.57,459.37,0.075,685.23,38.52,23.84,-3.24,16.15,360.48,-1.88
2,2022-03-02,27.03,428.76,0.08,1690.0,39.81,41.43,0.48,16.46,101.4,0.49
3,2022-03-01,26.68,602.36,0.085,471.06,39.62,58.69,-3.55,16.38,109.39,-2.85
4,2022-02-28,27.43,286.85,0.085,888.48,41.08,70.3,1.28,16.86,120.16,1.63
5,2022-02-25,27.46,420.17,0.09,638.01,40.56,59.75,2.79,16.59,177.83,3.82
6,2022-02-24,26.9,639.05,0.09,2950.0,39.46,245.06,0.42,15.98,220.83,0.31
7,2022-02-23,26.58,356.42,0.09,1670.0,39.29,40.42,-0.9,15.93,135.71,-0.69
8,2022-02-22,27.1,497.44,0.095,2550.0,39.65,78.14,-2.41,16.04,167.29,-2.79
9,2022-02-18,27.8,417.96,0.085,2090.0,40.63,29.97,-1.24,16.5,364.89,-1.37
10,2022-02-17,28.27,837.87,0.09,625.96,41.14,49.67,-2.35,16.73,63.63,-2.16
11,2022-02-16,29.04,208.35,0.09,319.7,42.13,79.34,0.53,17.1,66.68,0.77
12,2022-02-15,28.9,346.37,0.095,958.15,41.91,88.95,4.31,16.97,115.31,4.24
13,2022-02-14,27.67,220.62,0.09,943.93,40.18,45.9,0.4,16.28,81.24,-0.31
14,2022-02-11,27.71,257.81,0.09,685.06,40.02,96.26,-3.47,16.33,109.76,-2.8
15,2022-02-10,28.64,354.05,0.093,585.46,41.46,46.94,-1.96,16.8,78.34,-1.64
16,2022-02-09,29.19,714.94,0.095,317.42,42.29,45.3,2.87,17.08,156.33,2.64
17,2022-02-08,28.3,601.99,0.095,368.08,41.11,38.96,-0.63,16.64,100.46,0.24
18,2022-02-07,27.78,287.59,0.095,1260.0,41.37,46.01,-0.43,16.6,52.72,-0.3
19,2022-02-04,28.0,315.67,0.095,1030.0,41.55,27.84,0.12,16.65,64.78,1.96
20,2022-02-03,27.74,467.34,0.095,2029.9999999999998,41.5,36.73,-2.28,16.33,59.85,-1.69
21,2022-02-02,28.64,319.41,0.1,2830.0,42.47,34.6,-0.38,16.61,248.22,-1.13
22,2022-02-01,28.65,357.2,0.1,2170.0,42.63,46.14,0.9,16.8,167.18,1.82
23,2022-01-31,28.24,468.91,0.1,3560.0,42.25,84.51,5.05,16.5,130.13,4.5
24,2022-01-28,27.1,468.37,0.09,910.66,40.22,48.91,0.07,15.79,145.3,-0.63
25,2022-01-27,26.81,466.24,0.085,1880.0,40.19,68.01,-4.67,15.89,174.26,-3.4
26,2022-01-26,27.6,518.87,0.09,3800.0,42.16,56.98,0.93,16.45,121.33,-0.3
27,2022-01-25,27.56,1750.0,0.09,4470.0,41.77,81.09,-2.32,16.5,113.28,-1.02
28,2022-01-24,28.2,1020.0,0.075,5570.0,42.76,136.13,-1.68,16.67,422.65,-1.83
29,2022-01-21,28.33,620.81,0.09,4760.0,43.49,97.98,-1.92,16.98,154.07,-2.92
30,2022-01-20,29.08,1170.0,0.1,10870.0,44.34,313.6,-0.83,17.49,108.17,0.34
31,2022-01-19,29.61,612.58,0.09,3050.0,44.71,91.2,-3.31,17.43,121.54,-1.58
32,2022-01-18,30.32,566.86,0.1,7440.0,46.24,66.08,-1.96,17.71,136.68,-1.88
33,2022-01-14,31.09,322.36,0.105,981.6,47.16,29.62,0.5,18.05,77.83,0.61
34,2022-01-13,30.97,402.03,0.105,5690.0,46.93,129.1,-1.55,17.94,159.66,-1.86
35,2022-01-12,31.2,631.62,0.105,8850.0,47.67,135.36,2.45,18.28,189.15,3.39
36,2022-01-11,30.9,1470.0,0.105,4960.0,46.53,85.42,2.02,17.68,261.53,2.91
37,2022-01-10,30.42,462.5,0.105,4400.0,45.61,85.47,-1.38,17.18,219.86,-1.6
38,2022-01-07,30.57,605.87,0.12,3720.0,46.25,80.32,-0.39,17.46,98.46,0.29
39,2022-01-06,30.75,453.47,0.125,3590.0,46.43,82.92,-0.09,17.41,206.52,-0.57
40,2022-01-05,30.82,827.16,0.14,2580.0,46.47,91.9,-3.13,17.51,183.88,-3.58
41,2022-01-04,31.55,830.78,0.14,1740.0,47.97,215.19,0.36,18.16,168.41,-0.77
42,2022-01-03,31.21,1130.0,,,47.8,121.94,2.11,18.3,224.38,1.67
43,2021-12-31,30.53,160.51,0.14,3420.0,46.81,88.26,-0.23,18.0,174.06,-0.44
44,2021-12-30,30.57,284.21,0.145,3610.0,46.92,82.14,1.67,18.08,138.93,2.03
45,2021-12-29,30.61,199.0,0.155,2750.0,46.15,214.87,-7.07,17.72,93.19,-2.8
46,2021-12-28,30.59,710.45,,,49.66,81.62,-0.24,18.23,159.14,-0.27
47,2021-12-27,30.78,300.1,,,49.78,114.11,-0.16,18.28,103.46,-0.71
48,2021-12-23,30.31,266.25,0.15,1940.0,49.86,66.22,1.05,18.41,64.75,1.38
49,2021-12-22,29.83,270.15,0.155,2480.0,49.34,53.41,1.42,18.16,101.36,1.62
50,2021-12-21,29.42,382.32,0.15,3010.0,48.65,70.23,2.59,17.87,78.62,2.47
51,2021-12-20,28.63,794.01,0.165,3850.0,47.42,107.18,-4.11,17.44,180.63,-4.28
52,2021-12-17,29.34,480.55,0.17,3180.0,49.45,128.64,-0.88,18.22,101.52,-0.22
53,2021-12-16,29.55,1010.0,0.185,2600.0,49.89,107.63,-1.64,18.26,122.08,-1.08
54,2021-12-15,30.17,309.41,0.19,2240.0,50.72,85.22,1.26,18.46,141.67,0.54
55,2021-12-14,29.64,351.93,0.2,4890.0,50.09,90.25,-1.8,18.36,166.69,-1.4
56,2021-12-13,29.93,421.42,0.2,6370.0,51.01,109.14,-2.28,18.62,103.99,-1.69
57,2021-12-10,30.59,335.78,0.205,7330.0,52.2,47.39,1.58,18.94,86.05,0.48
58,2021-12-09,30.37,639.03,0.185,6700.0,51.39,74.37,-2.76,18.85,107.07,-2.89
59,2021-12-08,30.97,1410.0,0.135,1030.0,52.85,156.5,1.15,19.41,217.17,2.37
60,2021-12-07,30.91,630.74,0.14,1670.0,52.25,214.92,2.05,18.96,173.87,1.39
61,2021-12-06,29.98,876.23,0.145,3360.0,51.2,77.27,0.14,18.7,154.0,0.38
62,2021-12-03,29.72,753.64,0.15,2590.0,51.13,140.27,-3.14,18.63,262.98,-3.92
63,2021-12-02,30.42,780.45,0.165,1490.0,52.79,226.87,0.42,19.39,135.88,0.41
64,2021-12-01,30.12,946.38,0.175,2620.0,52.57,130.64,-1.09,19.31,281.97,-2.18
65,2021-11-30,30.49,784.09,0.175,1260.0,53.15,55.3,-0.78,19.74,137.98,-0.8
66,2021-11-29,30.91,897.25,0.185,1190.0,53.57,148.71,1.52,19.9,138.8,2.21
67,2021-11-26,30.6,648.62,0.19,1540.0,52.77,63.3,-2.6,19.47,567.67,-2.8
68,2021-11-24,31.61,612.98,0.185,939.81,54.18,102.4,-0.24,20.03,87.6,0.2
69,2021-11-23,31.63,596.72,0.19,2020.0,54.31,113.34,-1.33,19.99,169.91,-0.65
70,2021-11-22,31.76,815.9,0.19,641.65,55.04,132.26,1.81,20.12,249.89,0.8
71,2021-11-19,31.75,631.35,0.185,508.24,54.06,145.33,0.67,19.96,193.35,1.32
72,2021-11-18,31.71,1170.0,0.185,970.91,53.7,85.56,-0.61,19.7,210.23,-1.3
73,2021-11-17,31.73,1120.0,0.2,739.21,54.03,107.48,0.41,19.96,288.56,-0.25
74,2021-11-16,31.93,687.71,0.205,618.64,53.81,100.12,0.79,20.01,203.64,0.3
75,2021-11-15,31.62,905.6,0.21,1800.0,53.39,102.44,-1.91,19.95,174.57,-1.48
76,2021-11-12,31.88,785.39,0.19,436.32,54.43,116.63,0.29,20.25,245.2,-0.25
77,2021-11-11,31.59,669.02,0.2,968.55,54.27,252.37,2.36,20.3,424.23,4.0
78,2021-11-10,31.07,957.37,0.195,1230.0,53.02,111.95,-1.56,19.52,338.4,-2.64
79,2021-11-09,31.7,704.09,0.2,1420.0,53.86,114.68,-2.23,20.05,464.9,-2.48
80,2021-11-08,32.11,1010.0,0.205,917.46,55.09,123.01,1.85,20.56,681.62,2.95
81,2021-11-05,31.78,536.55,0.205,476.62,54.09,86.48,-0.57,19.97,168.21,-0.99
82,2021-11-04,31.67,782.58,0.2,1260.0,54.4,86.06,1.49,20.17,203.75,1.51
83,2021-11-03,31.25,460.27,0.205,1980.0,53.6,74.97,0.54,19.87,142.7,0.51
84,2021-11-02,30.86,398.96,0.21,276.83,53.31,79.8,-0.26,19.77,251.66,-1.45
85,2021-11-01,30.79,609.85,0.215,867.01,53.45,100.34,1.98,20.06,204.76,1.98
86,2021-10-29,30.09,440.89,0.22,633.2,52.41,52.61,0.46,19.67,505.19,0.1
87,2021-10-28,29.93,447.59,0.22,838.01,52.17,57.37,1.54,19.65,820.58,3.1
88,2021-10-27,29.3,334.08,0.22,1350.0,51.38,39.69,-0.64,19.06,1940.0,-1.29
89,2021-10-26,29.47,415.06,0.235,5050.0,51.71,90.94,-0.77,19.31,334.95,-1.23
90,2021-10-25,29.54,389.86,0.215,1060.0,52.11,74.57,3.41,19.55,203.74,4.16
91,2021-10-22,28.95,458.65,0.205,840.56,50.39,30.02,-0.34,18.77,62.2,-0.32
92,2021-10-21,29.28,200.78,0.215,775.71,50.56,33.13,0.06,18.83,117.54,-0.69
93,2021-10-20,29.18,661.75,0.205,1070.0,50.53,47.37,0.18,18.96,109.39,-0.32
94,2021-10-19,29.11,362.64,0.205,1370.0,50.44,60.32,0.96,19.02,167.13,0.9
95,2021-10-18,28.96,182.24,0.2,1390.0,49.96,61.63,0.99,18.85,144.23,1.78
96,2021-10-15,28.83,280.17,0.21,955.31,49.47,44.28,1.98,18.52,130.7,2.04
97,2021-10-14,28.59,215.83,0.215,736.32,48.51,26.64,0.77,18.15,169.22,1.62
98,2021-10-13,28.11,208.08,0.215,664.31,48.14,58.8,2.29,17.86,174.38,2.47
99,2021-10-12,27.78,264.86,0.22,1280.0,47.06,24.52,0.3,17.43,92.28,1.04
100,2021-10-11,27.74,246.03,,,46.92,34.2,0.41,17.25,47.22,0.7
101,2021-10-08,27.72,167.5,0.225,1250.0,46.73,37.23,0.32,17.13,51.66,-0.06
102,2021-10-07,27.7,178.96,0.215,3490.0,46.58,19.77,2.87,17.14,63.36,1.9
103,2021-10-06,27.08,183.27,0.22,1640.0,45.28,18.79,-0.92,16.82,69.02,-1.12
104,2021-10-05,27.25,254.92,0.235,1190.0,45.7,22.05,0.48,17.01,76.24,1.43
105,2021-10-04,26.95,338.01,0.23,1400.0,45.48,36.15,-1.64,16.77,81.84,-1.99
106,2021-10-01,27.43,1410.0,0.24,755.41,46.24,24.75,-0.41,17.11,46.9,-0.64
107,2021-09-30,27.42,820.86,0.25,834.78,46.43,43.46,1.46,17.22,68.28,1.77
108,2021-09-29,27.54,214.23,0.25,1180.0,45.76,44.4,-1.38,16.92,52.43,-0.88
109,2021-09-28,27.72,242.45,0.25,1250.0,46.4,20.03,-2.5,17.07,159.98,-3.01
110,2021-09-27,28.36,1270.0,0.25,1310.0,47.59,38.69,0.55,17.6,133.03,1.62
111,2021-09-24,28.21,215.17,0.25,528.83,47.33,19.3,-0.25,17.32,87.35,-0.97
112,2021-09-23,28.37,247.02,0.255,743.75,47.45,19.39,1.0,17.49,66.89,1.27
113,2021-09-22,27.85,186.88,0.25,774.61,46.98,39.56,1.82,17.27,71.72,1.77
114,2021-09-21,27.3,173.19,0.25,530.02,46.14,54.91,0.81,16.97,69.63,1.56
115,2021-09-20,27.19,447.35,0.24,1330.0,45.77,116.25,-3.86,16.71,168.28,-4.46
116,2021-09-17,28.09,195.27,0.245,1340.0,47.61,21.88,-0.52,17.49,56.18,-0.06
117,2021-09-16,28.35,181.29,0.25,1010.0,47.86,52.34,-1.89,17.5,69.39,-2.4
118,2021-09-15,28.68,221.1,0.255,461.61,48.78,35.68,0.81,17.93,62.07,0.56
119,2021-09-14,28.34,220.79,0.26,719.32,48.39,31.92,1.04,17.83,88.02,0.45
120,2021-09-13,28.4,218.95,0.255,320.21,47.89,27.89,0.19,17.75,106.12,0.51
121,2021-09-10,28.24,179.98,0.26,353.95,47.8,58.58,-0.48,17.66,59.94,-0.39
122,2021-09-09,28.37,167.91,0.26,1830.0,48.03,56.28,1.12,17.73,80.99,0.85
123,2021-09-08,28.35,180.84,0.255,680.66,47.5,48.0,-2.2,17.58,132.89,-2.17
124,2021-09-07,28.83,437.12,0.255,3850.0,48.57,72.13,2.53,17.97,94.36,1.3
125,2021-09-03,28.85,161.1,0.255,487.31,47.37,23.45,-1.58,17.74,98.91,0.28
126,2021-09-02,28.84,255.57,0.26,745.08,48.13,61.39,0.54,17.69,115.45,0.0
127,2021-09-01,28.88,270.03,0.26,739.9,47.87,45.75,-1.44,17.69,110.8,-0.45
128,2021-08-31,28.74,208.0,0.265,568.8,48.57,23.62,-0.21,17.77,162.38,-0.17
129,2021-08-30,28.71,265.09,0.26,972.82,48.67,64.54,0.75,17.8,114.64,1.02
130,2021-08-27,28.57,154.83,0.27,423.1,48.31,72.22,1.58,17.62,234.54,1.15
131,2021-08-26,28.07,299.34,0.27,1140.0,47.56,25.11,-1.59,17.42,117.01,-1.86
132,2021-08-25,28.43,225.42,0.275,1040.0,48.33,53.62,0.56,17.75,54.3,0.45
133,2021-08-24,28.31,649.6,0.28,3210.0,48.06,49.66,1.54,17.67,60.03,1.03
134,2021-08-23,28.0,241.25,0.255,1100.0,47.33,87.63,2.16,17.49,70.85,3.0
135,2021-08-20,27.37,341.95,0.25,858.56,46.33,18.89,0.02,16.98,125.31,0.24
136,2021-08-19,27.27,500.73,0.265,718.04,46.32,41.81,-0.26,16.94,199.14,-2.14
137,2021-08-18,27.84,844.82,0.27,921.18,46.44,38.76,1.13,17.31,229.89,0.52
138,2021-08-17,27.87,384.27,0.26,1860.0,45.92,78.66,-2.34,17.22,208.86,-3.26
139,2021-08-16,28.55,363.45,0.275,799.84,47.02,107.78,-3.23,17.8,222.12,-3.05
140,2021-08-13,28.9,299.93,0.275,600.03,48.59,94.12,-1.04,18.36,292.53,-1.34
141,2021-08-12,29.15,1040.0,0.275,1590.0,49.1,66.44,0.02,18.61,72.31,-0.37
142,2021-08-11,29.14,823.05,0.28,1120.0,49.09,44.39,0.06,18.68,90.15,0.0
143,2021-08-10,29.07,1350.0,0.27,1050.0,49.06,74.1,-0.08,18.68,103.69,0.32
144,2021-08-09,28.97,629.75,0.285,2060.0,49.1,59.85,-0.02,18.62,67.2,0.22
145,2021-08-06,28.89,944.98,0.28,963.9,49.11,36.83,-0.08,18.58,68.42,-0.69
146,2021-08-05,28.89,507.46,0.285,4730.0,49.15,58.34,0.18,18.71,180.41,-0.27
147,2021-08-04,28.57,871.29,0.27,510.65,49.06,101.79,2.66,18.76,145.73,2.07
148,2021-08-03,28.77,461.32,0.27,644.51,47.79,56.68,-0.95,18.38,145.8,-0.76
149,2021-08-02,28.63,454.18,,,48.25,95.19,1.2,18.52,145.25,0.76
150,2021-07-30,28.57,155.46,0.275,1400.0,47.68,41.9,0.63,18.38,80.8,0.44
151,2021-07-29,28.65,363.15,0.275,693.75,47.38,37.47,2.67,18.3,201.39,2.01
152,2021-07-28,28.09,193.99,0.28,2280.0,46.15,35.33,3.52,17.94,198.41,3.76
153,2021-07-27,27.63,199.23,0.27,1150.0,44.58,70.55,-4.56,17.29,204.74,-3.25
154,2021-07-26,28.03,184.84,0.285,1120.0,46.71,21.73,-0.49,17.87,103.13,0.06
155,2021-07-23,27.89,278.75,0.3,974.88,46.94,39.15,-1.16,17.86,125.15,-1.54
156,2021-07-22,27.72,485.9,0.295,1110.0,47.49,57.32,-0.5,18.14,125.66,-0.33
157,2021-07-21,27.84,445.47,0.28,1540.0,47.73,41.94,4.08,18.2,222.99,4.36
158,2021-07-20,27.27,440.12,0.26,2230.0,45.86,28.47,2.66,17.44,88.46,1.99
159,2021-07-19,26.72,468.35,0.27,1330.0,44.67,95.38,-1.82,17.1,180.79,-1.84
160,2021-07-16,27.18,175.08,0.27,756.23,45.5,40.39,-2.4,17.42,154.01,-2.74
161,2021-07-15,27.66,204.01,0.275,687.25,46.62,38.48,0.02,17.91,99.38,0.79
162,2021-07-14,27.97,155.84,0.27,874.49,46.61,43.99,-2.45,17.77,165.54,-2.04
163,2021-07-13,28.09,256.34,0.285,1090.0,47.78,33.99,-0.99,18.14,120.14,-1.52
164,2021-07-12,28.33,183.16,0.29,977.91,48.26,81.96,2.62,18.42,221.12,2.45
165,2021-07-09,28.07,179.39,0.3,1010.0,47.03,58.46,2.69,17.98,218.7,2.57
166,2021-07-08,27.49,256.77,0.285,1990.0,45.8,36.34,-1.36,17.53,166.9,-1.02
167,2021-07-07,27.83,306.63,0.295,1040.0,46.43,32.29,0.52,17.71,235.15,0.4
168,2021-07-06,28.1,355.67,0.305,2650.0,46.19,35.05,0.46,17.64,136.72,-0.11
169,2021-07-02,28.41,203.51,0.31,3450.0,45.98,82.7,-0.37,17.66,192.9,-0.06
170,2021-07-01,28.33,197.38,,,46.15,29.82,-0.92,17.67,107.09,-1.67
171,2021-06-30,28.31,218.05,0.335,2830.0,46.58,48.58,0.11,17.97,162.66,0.62
172,2021-06-29,28.28,155.87,0.29,2330.0,46.53,37.55,0.69,17.86,124.91,0.34
173,2021-06-28,28.28,214.95,0.285,1200.0,46.21,68.97,2.28,17.8,205.45,2.01
174,2021-06-25,28.11,218.47,0.275,1680.0,45.18,37.92,0.27,17.45,91.97,0.98
175,2021-06-24,28.21,1030.0,0.29,1600.0,45.06,61.34,0.99,17.28,116.33,0.0
176,2021-06-23,27.86,389.35,0.275,1980.0,44.62,38.36,1.55,17.28,109.64,2.86
177,2021-06-22,27.71,165.01,0.28,1800.0,43.94,47.27,-0.27,16.8,53.44,-0.41
178,2021-06-21,27.54,195.19,0.29,1900.0,44.06,22.41,0.85,16.87,99.16,0.42
179,2021-06-18,27.23,290.04,0.3,1750.0,43.69,26.66,0.44,16.8,71.67,-0.53
180,2021-06-17,27.77,233.92,0.31,2009.9999999999998,43.5,61.26,1.35,16.89,131.42,1.32
181,2021-06-16,27.92,301.53,0.335,3180.0,42.92,45.2,-2.5,16.67,200.96,-2.23
182,2021-06-15,28.2,212.0,0.33,3670.0,44.02,24.14,-1.08,17.05,143.96,-1.45
183,2021-06-14,28.38,383.46,0.32,4400.0,44.5,36.7,-0.16,17.3,137.2,-0.06
184,2021-06-11,28.46,424.23,0.345,12380.0,44.57,23.85,0.93,17.31,157.98,1.82
185,2021-06-10,28.21,320.15,0.385,18850.0,44.16,44.68,0.34,17.0,113.47,0.77
186,2021-06-09,28.34,236.0,0.26,2080.0,44.01,35.17,-1.03,16.87,84.69,-0.71
187,2021-06-08,28.58,589.58,0.25,1080.0,44.47,14.99,0.41,16.99,193.95,0.0
188,2021-06-07,28.52,349.46,0.255,899.63,44.29,33.43,0.75,16.99,156.82,0.06
189,2021-06-04,28.5,433.59,0.26,944.54,43.96,26.54,1.69,16.98,139.46,1.8
190,2021-06-03,28.17,199.42,0.25,1410.0,43.23,32.13,-0.48,16.68,202.47,-1.48
191,2021-06-02,28.23,319.44,0.27,6080.0,43.44,23.61,0.16,16.93,174.11,0.65
192,2021-06-01,28.06,312.09,0.225,1140.0,43.37,65.15,1.33,16.82,303.6,2.31
193,2021-05-28,27.67,215.4,0.235,1040.0,42.8,25.14,0.85,16.44,186.4,1.29
194,2021-05-27,27.54,208.7,0.235,1950.0,42.44,23.03,1.22,16.23,125.35,1.63
195,2021-05-26,27.12,138.43,0.23,1830.0,41.93,55.77,1.55,15.97,129.41,1.14
196,2021-05-25,26.8,191.65,0.215,1970.0,41.29,23.09,0.36,15.79,115.31,0.0
197,2021-05-24,26.96,210.89,,,41.14,32.6,1.23,15.79,88.86,1.28
198,2021-05-21,26.62,170.28,0.23,1340.0,40.64,20.51,-0.1,15.59,61.15,-0.7
199,2021-05-20,26.51,152.22,0.235,1570.0,40.68,26.99,1.98,15.7,71.02,1.75
200,2021-05-19,26.09,176.67,0.24,1230.0,39.89,40.11,-0.37,15.43,108.53,-1.15
201,2021-05-18,26.3,328.97,0.255,2090.0,40.04,22.06,0.73,15.61,81.68,1.23
202,2021-05-17,26.34,163.99,0.235,765.36,39.75,26.09,-0.3,15.42,114.04,0.72
203,2021-05-14,26.39,235.4,0.23,1370.0,39.87,35.15,2.6,15.31,127.91,3.03
204,2021-05-13,25.84,338.82,0.23,1100.0,38.86,78.92,-0.56,14.86,195.21,-1.65
205,2021-05-12,25.55,582.07,0.245,2370.0,39.08,135.69,-2.37,15.11,139.96,-3.14
206,2021-05-11,26.39,638.41,0.255,2410.0,40.03,47.85,-0.27,15.6,272.52,-0.89
207,2021-05-10,26.6,300.2,0.27,1210.0,40.14,33.97,-2.81,15.74,111.38,-0.94
208,2021-05-07,27.24,243.5,0.29,1210.0,41.3,53.71,1.82,15.89,94.72,0.57
209,2021-05-06,26.85,258.52,0.29,1060.0,40.56,34.43,-0.47,15.8,340.7,-0.44
210,2021-05-05,26.81,214.35,0.285,1220.0,40.75,12.87,0.69,15.87,48.42,1.21
211,2021-05-04,26.46,410.92,0.29,1650.0,40.47,50.03,-2.72,15.68,130.0,-1.07
212,2021-05-03,26.92,279.55,0.325,870.59,41.6,45.45,-0.67,15.85,264.94,-0.94
213,2021-04-30,26.95,470.54,0.33,808.72,41.88,38.5,-2.13,16.0,101.06,-0.74
214,2021-04-29,27.42,307.37,0.325,1200.0,42.79,39.92,-1.02,16.12,289.1,-0.8
215,2021-04-28,27.68,359.79,0.335,639.39,43.23,74.81,-0.71,16.25,122.59,0.81
216,2021-04-27,27.8,207.84,0.335,1090.0,43.54,28.14,-0.46,16.12,251.32,-0.92
217,2021-04-26,27.88,407.99,0.34,1820.0,43.74,46.69,1.74,16.27,215.5,0.81
218,2021-04-23,27.6,335.19,0.35,1660.0,42.99,67.03,2.67,16.14,150.8,2.15
219,2021-04-22,27.09,309.18,0.355,2210.0,41.87,26.72,-0.9,15.8,163.23,-0.38
220,2021-04-21,27.35,378.08,0.325,1270.0,42.25,30.43,1.54,15.86,139.85,2.26
221,2021-04-20,26.94,369.1,0.325,1370.0,41.61,43.69,-2.0,15.51,158.63,-1.96
222,2021-04-19,27.48,363.36,0.32,5950.0,42.46,38.77,-1.32,15.82,197.09,0.7
223,2021-04-16,27.75,234.6,0.36,9100.0,43.03,86.18,1.03,15.71,110.36,-0.13
224,2021-04-15,27.59,274.8,0.275,2900.0,42.59,49.69,0.35,15.73,127.39,-0.38
225,2021-04-14,27.38,320.16,0.295,5370.0,42.44,46.14,-0.59,15.79,184.84,1.15
226,2021-04-13,27.3,324.78,0.315,5070.0,42.69,59.53,0.95,15.61,137.94,2.43
227,2021-04-12,27.23,308.68,0.345,6110.0,42.29,52.87,-1.79,15.24,271.32,-1.55
228,2021-04-09,27.38,341.12,0.38,2310.0,43.06,67.68,-0.19,15.48,151.81,-1.02
229,2021-04-08,27.32,460.2,0.4,2240.0,43.14,72.34,0.44,15.64,113.63,1.03
230,2021-04-07,27.19,410.77,0.405,1280.0,42.95,79.1,-1.83,15.48,196.56,-1.65
231,2021-04-06,27.37,464.0,0.425,1020.0,43.75,98.79,-0.11,15.74,156.06,-0.38
232,2021-04-05,27.53,674.12,0.435,921.59,43.8,86.67,1.34,15.8,320.26,1.09
233,2021-04-01,27.0,378.13,0.435,1390.0,43.22,94.69,1.98,15.63,180.79,2.02
234,2021-03-31,26.54,271.29,0.415,3020.0,42.38,265.07,2.0,15.32,200.79,0.86
235,2021-03-30,26.31,672.64,0.43,3020.0,41.55,47.6,1.66,15.19,842.47,1.74
236,2021-03-29,25.94,271.76,0.44,1470.0,40.87,57.37,-1.35,14.93,167.41,-1.32
237,2021-03-26,26.32,247.76,0.425,2660.0,41.43,75.1,2.12,15.13,155.74,2.51
238,2021-03-25,25.75,374.58,0.43,2570.0,40.57,40.12,-0.1,14.76,304.33,1.17
239,2021-03-24,25.56,459.91,0.465,1820.0,40.61,63.8,-3.12,14.59,256.16,-3.7
240,2021-03-23,26.18,415.59,0.495,3510.0,41.92,67.61,-3.83,15.15,189.01,-4.42
241,2021-03-22,27.06,325.55,0.5,2080.0,43.59,130.32,1.04,15.85,132.85,0.32
242,2021-03-19,27.04,497.95,0.48,1370.0,43.14,57.61,0.91,15.8,96.9,0.57
243,2021-03-18,27.0,771.71,0.48,1370.0,42.75,122.52,-2.93,15.71,156.69,-2.9
244,2021-03-17,27.77,431.57,0.48,1400.0,44.04,92.74,1.15,16.18,151.02,1.76
245,2021-03-16,27.4,712.13,0.47,2050.0,43.54,262.98,0.21,15.9,529.45,-2.45
246,2021-03-15,27.49,484.81,0.47,1460.0,43.45,47.95,0.51,16.3,238.36,-0.55
247,2021-03-12,27.32,486.12,0.475,1500.0,43.23,81.21,-1.3,16.39,234.1,-0.97
248,2021-03-11,27.36,1050.0,0.465,1990.0,43.8,114.6,3.74,16.55,310.85,6.09
249,2021-03-10,26.62,500.73,0.475,2670.0,42.22,109.9,0.05,15.6,253.77,-1.14
250,2021-03-09,26.52,599.31,0.48,2910.0,42.2,184.39,4.17,15.78,434.85,5.62
251,2021-03-08,25.76,656.46,0.49,7300.0,40.51,82.0,-3.06,14.94,299.39,-3.24
252,2021-03-05,26.13,1060.0,0.52,7970.0,41.79,87.05,1.43,15.44,482.06,0.26
253,2021-03-04,25.64,1310.0,0.395,7590.0,41.2,155.29,-4.47,15.4,494.03,-5.81
254,2021-03-03,26.61,789.39,0.48,3860.0,43.13,91.02,-1.89,16.35,266.99,-3.08
255,2021-03-02,27.02,560.71,0.5,3260.0,43.96,67.97,-1.55,16.87,236.52,-1.92
256,2021-03-01,27.45,679.92,0.54,4440.0,44.65,85.58,2.98,17.2,518.46,4.88
257,2021-02-26,26.5,607.22,0.495,4610.0,43.36,84.98,0.05,16.4,428.97,-0.85
258,2021-02-25,26.56,787.88,0.485,3620.0,43.34,382.63,-4.68,16.54,675.38,-6.76
259,2021-02-24,27.74,658.05,0.51,9120.0,45.47,96.95,1.97,17.74,441.3,2.37
260,2021-02-23,27.1,1650.0,0.43,7170.0,44.59,328.4,-2.43,17.33,1260.0,-2.37
261,2021-02-22,27.45,877.72,0.47,4410.0,45.7,79.72,-2.5,17.75,452.36,-3.27
262,2021-02-19,27.96,629.69,0.51,8020.0,46.87,117.99,2.22,18.35,344.92,1.16
263,2021-02-18,27.4,720.94,0.53,4900.0,45.85,149.71,-2.55,18.14,625.15,-4.63
264,2021-02-17,27.96,1070.0,0.6,4710.0,47.05,118.45,-1.53,19.02,616.16,-0.68
265,2021-02-16,28.34,1520.0,0.62,6880.0,47.78,237.45,0.48,19.15,1490.0,3.01
266,2021-02-12,28.23,710.05,0.65,7050.0,47.55,74.77,0.11,18.59,352.05,0.6
267,2021-02-11,28.08,839.04,0.58,8240.0,47.5,107.84,0.91,18.48,313.78,0.98
268,2021-02-10,27.89,1170.0,0.6,17620.0,47.07,248.97,-0.55,18.3,406.89,-1.08
269,2021-02-09,27.99,1200.0,0.68,40590.0,47.33,123.32,0.92,18.5,437.11,2.15
270,2021-02-08,27.92,1370.0,0.69,77840.0,46.9,145.98,1.93,18.11,411.15,2.03
271,2021-02-05,27.47,1240.0,0.27,36020.0,46.01,134.33,0.88,17.75,205.92,-0.62
272,2021-02-04,27.29,1070.0,0.195,3100.0,45.61,71.99,0.68,17.86,200.9,-0.56
273,2021-02-03,27.16,1410.0,0.195,3880.0,45.3,65.82,0.91,17.96,220.45,0.34
274,2021-02-02,26.96,1320.0,0.19,2670.0,44.89,80.63,1.24,17.9,228.0,2.11
