,date,oli_price,oli_price_volatility,carbon_credits,carbon_credits_volatility
1172,2017-09-26,51.88,-0.65,7.43,-3.51
1173,2017-09-25,52.22,3.08,7.7,9.07
1174,2017-09-22,50.66,0.22,7.06,1.29
1175,2017-09-21,50.55,0.28,6.97,-4.78
1176,2017-09-20,50.41,1.88,7.32,-1.61
1177,2017-09-19,49.48,-0.86,7.44,4.2
1178,2017-09-18,49.91,0.04,7.14,-2.99
1179,2017-09-15,49.89,0.0,7.36,-2.13
1180,2017-09-14,49.89,1.2,7.52,0.0
1181,2017-09-13,49.3,2.22,7.52,3.3
1182,2017-09-12,48.23,0.33,7.28,-0.14
1183,2017-09-11,48.07,1.24,7.29,-2.54
1184,2017-09-08,47.48,-3.28,7.48,2.19
1185,2017-09-07,49.09,-0.14,7.32,2.95
1186,2017-09-06,49.16,1.03,7.11,2.75
1187,2017-09-05,48.66,2.64,6.92,7.62
1188,2017-09-04,47.41,0.19,6.43,1.26
1189,2017-09-03,47.32,0.06,,
1190,2017-09-01,47.29,0.13,6.35,-1.7
1191,2017-08-31,47.23,2.76,6.46,-1.22
1192,2017-08-30,45.96,-1.03,6.54,-0.3
1193,2017-08-29,46.44,-0.28,6.56,-0.91
1194,2017-08-28,46.57,-2.72,6.62,0.15
1195,2017-08-25,47.87,0.93,6.61,2.16
1196,2017-08-24,47.43,-2.02,6.47,0.15
1197,2017-08-23,48.41,1.62,6.46,2.7
1198,2017-08-22,47.64,0.57,6.29,0.48
1199,2017-08-21,47.37,-2.35,6.26,-1.11
1200,2017-08-18,48.51,3.02,6.33,0.0
1201,2017-08-17,47.09,0.66,6.33,0.32
1202,2017-08-16,46.78,-1.62,6.31,4.3
1203,2017-08-15,47.55,-0.08,6.05,0.17
1204,2017-08-14,47.59,-2.52,6.04,2.2
1205,2017-08-11,48.82,0.47,5.91,0.51
1206,2017-08-10,48.59,-1.96,5.88,0.68
1207,2017-08-09,49.56,0.79,5.84,2.64
1208,2017-08-08,49.17,-0.45,5.69,0.0
1209,2017-08-07,49.39,-0.38,5.69,-1.56
1210,2017-08-04,49.58,1.12,5.78,-1.37
1211,2017-08-03,49.03,-1.13,5.86,0.17
1212,2017-08-02,49.59,0.87,5.85,2.27
1213,2017-08-01,49.16,-2.01,5.72,1.24
1214,2017-07-31,50.17,0.93,5.65,0.71
1215,2017-07-28,49.71,1.37,5.61,0.72
1216,2017-07-27,49.04,0.59,5.57,-1.94
1217,2017-07-26,48.75,1.8,5.68,1.61
1218,2017-07-25,47.89,3.34,5.59,0.54
1219,2017-07-24,46.34,1.25,5.56,0.72
1220,2017-07-21,45.77,-2.18,5.52,-2.65
1221,2017-07-20,46.79,-0.7,5.67,-1.56
1222,2017-07-19,47.12,1.55,5.76,-0.17
1223,2017-07-18,46.4,0.83,5.77,0.52
1224,2017-07-17,46.02,-1.12,5.74,0.0
1225,2017-07-14,46.54,1.0,5.74,1.06
1226,2017-07-13,46.08,1.3,5.68,-2.07
1227,2017-07-12,45.49,1.0,5.8,2.65
1228,2017-07-11,45.04,1.44,5.65,-1.22
1229,2017-07-10,44.4,0.38,5.72,1.06
1230,2017-07-07,44.23,-2.83,5.66,1.98
1231,2017-07-06,45.52,0.86,5.55,3.74
1232,2017-07-05,45.13,-4.24,5.35,-1.47
1233,2017-07-04,47.13,0.13,5.43,-0.37
1234,2017-07-03,47.07,2.24,5.45,2.06
1235,2017-06-30,46.04,2.47,5.34,-0.74
1236,2017-06-29,44.93,0.42,5.38,2.48
1237,2017-06-28,44.74,1.13,5.25,0.0
1238,2017-06-27,44.24,1.98,5.25,3.35
1239,2017-06-26,43.38,0.86,5.08,-1.74
1240,2017-06-23,43.01,0.63,5.17,0.0
1241,2017-06-22,42.74,0.49,5.17,-0.19
1242,2017-06-21,42.53,-1.62,5.18,-1.71
1243,2017-06-20,43.23,-2.19,5.27,0.76
1244,2017-06-19,44.2,-1.21,5.23,0.97
1245,2017-06-16,44.74,0.63,5.18,-1.33
1246,2017-06-15,44.46,-0.6,5.25,0.19
1247,2017-06-14,44.73,-3.72,5.24,-1.5
1248,2017-06-13,46.46,0.82,5.32,1.92
1249,2017-06-12,46.08,0.55,5.22,-2.25
1250,2017-06-09,45.83,0.42,5.34,-0.19
1251,2017-06-08,45.64,-0.17,5.35,3.28
1252,2017-06-07,45.72,-5.13,5.18,-1.71
1253,2017-06-06,48.19,1.67,5.27,-3.66
1254,2017-06-05,47.4,-0.55,5.47,0.18
1255,2017-06-02,47.66,-1.45,5.46,1.68
1256,2017-06-01,48.36,0.08,5.37,1.9
1257,2017-05-31,48.32,-2.7,5.27,-3.3
1258,2017-05-30,49.66,-0.62,5.45,-0.73
1259,2017-05-29,49.97,0.06,5.49,-0.18
1260,2017-05-28,49.94,0.28,,
1261,2017-05-26,49.8,1.84,5.5,3.97
1262,2017-05-25,48.9,-4.79,5.29,1.34
1263,2017-05-24,51.36,-0.21,5.22,3.37
1264,2017-05-23,51.47,1.46,5.05,-3.07
1265,2017-05-22,50.73,0.79,5.21,1.36
1266,2017-05-19,50.33,1.99,5.14,1.78
1267,2017-05-18,49.35,0.57,5.05,3.7
1268,2017-05-17,49.07,0.84,4.87,0.83
1269,2017-05-16,48.66,-0.39,4.83,3.21
1270,2017-05-15,48.85,2.11,4.68,-1.47
1271,2017-05-12,47.84,0.02,4.75,2.37
1272,2017-05-11,47.83,1.06,4.64,-2.11
1273,2017-05-10,47.33,3.16,4.74,-1.46
1274,2017-05-09,45.88,-1.18,4.81,2.12
1275,2017-05-08,46.43,0.45,4.71,-3.09
1276,2017-05-05,46.22,1.54,4.86,1.46
1277,2017-05-04,45.52,-4.81,4.79,2.13
1278,2017-05-03,47.82,0.34,4.69,-0.85
1279,2017-05-02,47.66,-2.42,4.73,3.5
1280,2017-05-01,48.84,-0.99,4.57,-5.97
1281,2017-04-28,49.33,0.74,4.86,0.21
1282,2017-04-27,48.97,-1.31,4.85,-1.02
1283,2017-04-26,49.62,0.12,4.9,2.3
1284,2017-04-25,49.56,0.67,4.79,-3.04
1285,2017-04-24,49.23,-0.79,4.94,1.65
1286,2017-04-21,49.62,-1.29,4.86,-3.57
1287,2017-04-20,50.27,-0.34,5.04,-1.95
1288,2017-04-19,50.44,-3.76,5.14,-0.39
1289,2017-04-18,52.41,-0.46,5.16,-1.53
1290,2017-04-17,52.65,-1.0,,
1291,2017-04-13,53.18,0.13,5.24,0.19
1292,2017-04-12,53.11,-0.54,5.23,1.36
1293,2017-04-11,53.4,0.6,5.16,1.78
1294,2017-04-10,53.08,1.61,5.07,-1.93
1295,2017-04-07,52.24,1.04,5.17,-3.36
1296,2017-04-06,51.7,1.08,5.35,4.9
1297,2017-04-05,51.15,0.24,5.1,4.08
1298,2017-04-04,51.03,1.57,4.9,-4.48
1299,2017-04-03,50.24,-0.71,5.13,3.43
1300,2017-03-31,50.6,0.5,4.96,-4.43
1301,2017-03-30,50.35,1.7,5.19,3.18
1302,2017-03-29,49.51,2.36,5.03,0.6
1303,2017-03-28,48.37,1.34,5.0,2.25
1304,2017-03-27,47.73,-0.5,4.89,-2.78
1305,2017-03-24,47.97,0.57,5.03,-4.01
1306,2017-03-23,47.7,-0.71,5.24,0.19
1307,2017-03-22,48.04,1.48,5.23,0.58
1308,2017-03-21,47.34,-1.82,5.2,-0.95
1309,2017-03-20,48.22,-1.15,5.25,-2.78
1310,2017-03-17,48.78,0.06,5.4,-0.18
1311,2017-03-16,48.75,-0.23,5.41,-0.92
1312,2017-03-15,48.86,2.39,5.46,1.68
1313,2017-03-14,47.72,-1.4,5.37,-0.92
1314,2017-03-13,48.4,-0.19,5.42,-0.18
1315,2017-03-10,48.49,-1.6,5.43,0.93
1316,2017-03-09,49.28,-1.99,5.38,-2.18
1317,2017-03-08,50.28,-5.38,5.5,-2.48
1318,2017-03-07,53.14,-0.11,5.64,-1.91
1319,2017-03-06,53.2,-0.24,5.75,-1.88
1320,2017-03-03,53.33,1.37,5.86,2.27
1321,2017-03-02,52.61,-2.27,5.73,-7.28
1322,2017-03-01,53.83,-0.33,6.18,12.57
1323,2017-02-28,54.01,-0.07,5.49,0.73
1324,2017-02-27,54.05,0.11,5.45,-3.54
1325,2017-02-24,53.99,-0.84,5.65,0.53
1326,2017-02-23,54.45,1.6,5.62,5.44
1327,2017-02-22,53.59,-0.87,5.33,0.38
1328,2017-02-21,54.06,0.17,5.31,-0.75
1329,2017-02-20,53.97,0.33,5.35,2.29
1330,2017-02-19,53.79,0.73,,
1331,2017-02-17,53.4,0.07,5.23,0.58
1332,2017-02-16,53.36,0.47,5.2,-2.62
1333,2017-02-15,53.11,-0.17,5.34,-1.11
1334,2017-02-14,53.2,0.51,5.4,4.65
1335,2017-02-13,52.93,-1.73,5.16,-3.91
1336,2017-02-10,53.86,1.62,5.37,-3.07
1337,2017-02-09,53.0,1.26,5.54,1.28
1338,2017-02-08,52.34,0.33,5.47,0.92
1339,2017-02-07,52.17,-1.58,5.42,1.31
1340,2017-02-06,53.01,-1.52,5.35,-1.11
1341,2017-02-03,53.83,0.54,5.41,-1.28
1342,2017-02-02,53.54,-0.63,5.48,-0.9
1343,2017-02-01,53.88,2.03,5.53,-1.43
1344,2017-01-31,52.81,0.34,5.61,5.06
1345,2017-01-30,52.63,-1.02,5.34,8.76
1346,2017-01-27,53.17,-1.13,4.91,-5.39
1347,2017-01-26,53.78,1.95,5.19,4.43
1348,2017-01-25,52.75,-0.81,4.97,-1.97
1349,2017-01-24,53.18,0.82,5.07,-4.52
1350,2017-01-23,52.75,0.63,5.31,-2.03
1351,2017-01-20,52.42,2.04,5.42,4.43
1352,2017-01-19,51.37,0.57,5.19,7.45
1353,2017-01-18,51.08,-2.67,4.83,-3.21
1354,2017-01-17,52.48,-0.08,4.99,6.4
1355,2017-01-16,52.52,0.13,4.69,-6.76
1356,2017-01-15,52.45,0.15,,
1357,2017-01-13,52.37,-1.21,5.03,0.0
1358,2017-01-12,53.01,1.45,5.03,-8.71
1359,2017-01-11,52.25,2.81,5.51,0.36
1360,2017-01-10,50.82,-2.19,5.49,4.57
1361,2017-01-09,51.96,-3.76,5.25,4.37
1362,2017-01-06,53.99,0.43,5.03,-4.55
1363,2017-01-05,53.76,0.94,5.27,-7.54
1364,2017-01-04,53.26,1.78,5.7,5.36
1365,2017-01-03,52.33,-3.15,5.41,-11.46
1366,2017-01-02,54.03,0.58,6.11,-6.57
1367,2016-12-30,53.72,-0.09,6.54,3.15
1368,2016-12-29,53.77,-0.54,6.34,0.32
1369,2016-12-28,54.06,0.3,6.32,0.0
1370,2016-12-27,53.9,1.33,6.32,1.61
1371,2016-12-26,53.19,0.32,,
1372,2016-12-23,53.02,0.13,6.22,2.47
1373,2016-12-22,52.95,0.88,6.07,4.66
1374,2016-12-21,52.49,0.5,5.8,10.9
1375,2016-12-20,52.23,0.21,5.23,2.75
1376,2016-12-19,52.12,0.42,5.09,3.25
1377,2016-12-16,51.9,1.96,4.93,1.86
1378,2016-12-15,50.9,-0.27,4.84,-3.39
1379,2016-12-14,51.04,-3.66,5.01,4.59
1380,2016-12-13,52.98,0.28,4.79,-1.64
1381,2016-12-12,52.83,2.58,4.87,9.19
1382,2016-12-09,51.5,1.3,4.46,-3.25
1383,2016-12-08,50.84,2.15,4.61,7.21
1384,2016-12-07,49.77,-2.28,4.3,-4.44
1385,2016-12-06,50.93,-1.66,4.5,2.97
1386,2016-12-05,51.79,0.21,4.37,1.63
1387,2016-12-02,51.68,1.21,4.3,-3.59
1388,2016-12-01,51.06,3.28,4.46,-2.62
1389,2016-11-30,49.44,9.31,4.58,0.44
1390,2016-11-29,45.23,-3.93,4.56,-3.8
1391,2016-11-28,47.08,2.21,4.74,-5.2
1392,2016-11-25,46.06,-4.0,5.0,-6.37
1393,2016-11-24,47.98,0.04,5.34,-0.93
1394,2016-11-23,47.96,-0.15,5.39,-2.18
1395,2016-11-22,48.03,1.14,5.51,0.55
1396,2016-11-21,47.49,3.94,5.48,-1.79
1397,2016-11-18,45.69,0.59,5.58,-5.42
1398,2016-11-17,45.42,-0.33,5.9,6.31
1399,2016-11-16,45.57,-0.52,5.55,-3.31
1400,2016-11-15,45.81,5.75,5.74,6.1
1401,2016-11-14,43.32,-0.21,5.41,-4.59
1402,2016-11-11,43.41,-2.8,5.67,-4.22
1403,2016-11-10,44.66,-1.35,5.92,-3.43
1404,2016-11-09,45.27,0.64,6.13,-0.33
1405,2016-11-08,44.98,0.2,6.15,-1.28
1406,2016-11-07,44.89,1.86,6.23,-2.81
1407,2016-11-04,44.07,-1.32,6.41,-1.38
1408,2016-11-03,44.66,-1.5,6.5,4.17
1409,2016-11-02,45.34,-2.85,6.24,3.48
1410,2016-11-01,46.67,-0.41,6.03,2.2
1411,2016-10-31,46.86,-3.78,5.9,0.34
1412,2016-10-28,48.7,-2.05,5.88,1.2
1413,2016-10-27,49.72,1.1,5.81,-2.19
1414,2016-10-26,49.18,-1.56,5.94,2.24
1415,2016-10-25,49.96,-1.11,5.81,0.0
1416,2016-10-24,50.52,-0.65,5.81,-1.36
1417,2016-10-21,50.85,0.83,5.89,5.56
1418,2016-10-20,50.43,-2.27,5.58,-1.59
1419,2016-10-19,51.6,2.6,5.67,-4.71
1420,2016-10-18,50.29,0.7,5.95,1.36
1421,2016-10-17,49.94,-0.81,5.87,1.03
1422,2016-10-14,50.35,-0.18,5.81,2.83
1423,2016-10-13,50.44,0.52,5.65,2.36
1424,2016-10-12,50.18,-1.2,5.52,1.66
1425,2016-10-11,50.79,-1.09,5.43,-4.06
1426,2016-10-10,51.35,3.09,5.66,-0.53
1427,2016-10-07,49.81,-1.25,5.69,-2.9
1428,2016-10-06,50.44,1.22,5.86,6.93
1429,2016-10-05,49.83,2.34,5.48,5.18
1430,2016-10-04,48.69,-0.25,5.21,-1.88
1431,2016-10-03,48.81,1.18,5.31,7.06
1432,2016-09-30,48.24,0.86,4.96,-1.2
1433,2016-09-29,47.83,1.66,5.02,1.41
1434,2016-09-28,47.05,5.33,4.95,11.74
1435,2016-09-27,44.67,-2.74,4.43,-4.11
1436,2016-09-26,45.93,3.26,4.62,1.76
1437,2016-09-23,44.48,-3.97,4.54,2.71
1438,2016-09-22,46.32,2.16,4.42,4.99
1439,2016-09-21,45.34,4.37,4.21,1.2
1440,2016-09-20,43.44,0.32,4.16,-5.45
1441,2016-09-19,43.3,0.63,4.4,0.92
1442,2016-09-16,43.03,-2.0,4.36,5.31
1443,2016-09-15,43.91,0.76,4.14,4.02
1444,2016-09-14,43.58,-2.94,3.98,-1.0
1445,2016-09-13,44.9,-3.0,4.02,-0.25
1446,2016-09-12,46.29,0.89,4.03,-1.23
1447,2016-09-09,45.88,-3.65,4.08,0.0
1448,2016-09-08,47.62,4.66,4.08,1.75
1449,2016-09-07,45.5,1.49,4.01,-2.91
1450,2016-09-06,44.83,-0.53,4.13,5.09
1451,2016-09-05,45.07,2.18,3.93,-3.68
1452,2016-09-04,44.11,-0.74,,
1453,2016-09-02,44.44,2.97,4.08,-6.64
1454,2016-09-01,43.16,-3.45,4.37,-2.02
1455,2016-08-31,44.7,-3.56,4.46,-1.76
1456,2016-08-30,46.35,-1.34,4.54,-3.2
1457,2016-08-29,46.98,-1.39,4.69,0.0
1458,2016-08-26,47.64,0.65,4.69,-0.21
1459,2016-08-25,47.33,1.2,4.7,2.17
1460,2016-08-24,46.77,-2.77,4.6,-2.13
1461,2016-08-23,48.1,2.23,4.7,-3.89
1462,2016-08-22,47.05,-3.03,4.89,2.73
1463,2016-08-19,48.52,0.62,4.76,1.71
1464,2016-08-18,48.22,3.06,4.68,4.46
1465,2016-08-17,46.79,0.45,4.48,-4.48
1466,2016-08-16,46.58,1.84,4.69,-2.29
1467,2016-08-15,45.74,2.81,4.8,-1.84
1468,2016-08-12,44.49,2.3,4.89,0.41
1469,2016-08-11,43.49,4.27,4.87,2.31
1470,2016-08-10,41.71,-2.48,4.76,-2.26
1471,2016-08-09,42.77,-0.58,4.87,-1.42
1472,2016-08-08,43.02,2.92,4.94,4.66
1473,2016-08-05,41.8,-0.31,4.72,0.85
1474,2016-08-04,41.93,2.69,4.68,1.3
1475,2016-08-03,40.83,3.34,4.62,5.0
1476,2016-08-02,39.51,-1.37,4.4,0.69
1477,2016-08-01,40.06,-3.7,4.37,-0.91
1478,2016-07-29,41.6,1.12,4.41,-1.34
1479,2016-07-28,41.14,-1.86,4.47,-1.11
1480,2016-07-27,41.92,-2.33,4.52,0.44
1481,2016-07-26,42.92,-0.49,4.5,-1.75
1482,2016-07-25,43.13,-2.4,4.58,0.66
1483,2016-07-22,44.19,-1.25,4.55,-1.94
1484,2016-07-21,44.75,-0.42,4.64,-0.85
1485,2016-07-20,44.94,0.65,4.68,0.43
1486,2016-07-19,44.65,-1.3,4.66,-3.72
1487,2016-07-18,45.24,-1.55,4.84,-1.63
1488,2016-07-15,45.95,0.59,4.92,3.14
1489,2016-07-14,45.68,2.08,4.77,-0.21
1490,2016-07-13,44.75,-4.38,4.78,3.46
1491,2016-07-12,46.8,4.56,4.62,4.52
1492,2016-07-11,44.76,-1.43,4.42,-2.43
1493,2016-07-08,45.41,0.6,4.53,-0.88
1494,2016-07-07,45.14,-4.83,4.57,-0.22
1495,2016-07-06,47.43,1.78,4.58,-2.55
1496,2016-07-05,46.6,-4.21,4.7,-5.24
1497,2016-07-04,48.65,-0.73,4.96,7.59
1498,2016-07-03,49.01,0.04,,
1499,2016-07-01,48.99,1.37,4.61,3.36
1500,2016-06-30,48.33,-3.11,4.46,-1.11
1501,2016-06-29,49.88,4.24,4.51,-3.63
1502,2016-06-28,47.85,3.28,4.68,-1.68
1503,2016-06-27,46.33,-2.75,4.76,-3.84
1504,2016-06-24,47.64,-4.93,4.95,-12.08
1505,2016-06-23,50.11,1.99,5.63,-0.71
1506,2016-06-22,49.13,0.57,5.67,2.35
1507,2016-06-21,48.85,-1.05,5.54,-5.14
1508,2016-06-20,49.37,2.9,5.84,3.18
1509,2016-06-17,47.98,3.83,5.66,-0.7
1510,2016-06-16,46.21,-3.75,5.7,-3.23
1511,2016-06-15,48.01,-0.99,5.89,0.86
1512,2016-06-14,48.49,-0.8,5.84,0.0
1513,2016-06-13,48.88,-0.39,5.84,-1.68
1514,2016-06-10,49.07,-2.95,5.94,-2.62
1515,2016-06-09,50.56,-1.31,6.1,0.16
1516,2016-06-08,51.23,1.73,6.09,-0.16
1517,2016-06-07,50.36,1.35,6.1,-1.45
1518,2016-06-06,49.69,2.2,6.19,4.38
1519,2016-06-03,48.62,-1.12,5.93,-1.33
1520,2016-06-02,49.17,0.33,6.01,1.01
1521,2016-06-01,49.01,-0.18,5.95,-2.14
1522,2016-05-31,49.1,-0.83,6.08,-0.33
1523,2016-05-30,49.51,-0.14,6.1,1.33
1524,2016-05-29,49.58,0.51,,
1525,2016-05-27,49.33,-0.3,6.02,0.17
1526,2016-05-26,49.48,-0.16,6.01,2.74
1527,2016-05-25,49.56,1.93,5.85,1.21
1528,2016-05-24,48.62,1.12,5.78,1.05
1529,2016-05-23,48.08,0.69,5.72,-3.87
1530,2016-05-20,47.75,-0.85,5.95,-0.5
1531,2016-05-19,48.16,-0.06,5.98,-1.16
1532,2016-05-18,48.19,-0.25,6.05,0.17
1533,2016-05-17,48.31,1.24,6.04,-0.98
1534,2016-05-16,47.72,3.27,6.1,4.45
1535,2016-05-13,46.21,-1.05,5.84,0.69
1536,2016-05-12,46.7,1.02,5.8,-3.49
1537,2016-05-11,46.23,3.52,6.01,2.04
1538,2016-05-10,44.66,2.81,5.89,3.51
1539,2016-05-09,43.44,-2.73,5.69,-2.74
1540,2016-05-06,44.66,0.77,5.85,-5.49
1541,2016-05-05,44.32,1.23,6.19,1.14
1542,2016-05-04,43.78,0.3,6.12,2.34
1543,2016-05-03,43.65,-2.52,5.98,-1.97
1544,2016-05-02,44.78,-2.48,6.1,-1.13
1545,2016-04-29,45.92,-0.24,6.17,-2.53
1546,2016-04-28,46.03,1.54,6.33,-7.32
1547,2016-04-27,45.33,2.93,6.83,3.33
1548,2016-04-26,44.04,3.28,6.61,12.22
1549,2016-04-25,42.64,-2.49,5.89,-1.17
1550,2016-04-22,43.73,1.27,5.96,3.83
1551,2016-04-21,43.18,1.29,5.74,3.61
1552,2016-04-20,42.63,3.77,5.54,-0.36
1553,2016-04-19,41.08,3.27,5.56,1.83
1554,2016-04-18,39.78,-1.44,5.46,-0.18
1555,2016-04-15,40.36,-2.75,5.47,-2.32
1556,2016-04-14,41.5,-0.62,5.6,1.27
1557,2016-04-13,41.76,-0.97,5.53,-0.9
1558,2016-04-12,42.17,4.48,5.58,0.18
1559,2016-04-11,40.36,1.61,5.57,2.96
1560,2016-04-08,39.72,6.6,5.41,2.66
1561,2016-04-07,37.26,-1.3,5.27,-0.57
1562,2016-04-06,37.75,5.18,5.3,1.34
1563,2016-04-05,35.89,0.53,5.23,-1.69
1564,2016-04-04,35.7,-2.96,5.32,3.1
1565,2016-04-01,36.79,-4.04,5.16,-0.77
1566,2016-03-31,38.34,0.05,5.2,5.05
1567,2016-03-30,38.32,0.1,4.95,3.77
1568,2016-03-29,38.28,-2.82,4.77,-1.45
1569,2016-03-28,39.39,-0.18,,
1570,2016-03-24,39.46,-0.83,4.84,1.04
1571,2016-03-23,39.79,-4.0,4.79,-0.42
1572,2016-03-22,41.45,3.86,4.81,-1.03
1573,2016-03-21,39.91,1.19,4.86,-1.42
1574,2016-03-18,39.44,-1.89,4.93,-1.2
1575,2016-03-17,40.2,4.52,4.99,0.81
1576,2016-03-16,38.46,5.83,4.95,2.06
1577,2016-03-15,36.34,-2.26,4.85,0.0
1578,2016-03-14,37.18,-3.43,4.85,-2.61
1579,2016-03-11,38.5,1.74,4.98,1.63
1580,2016-03-10,37.84,-1.18,4.9,-3.35
1581,2016-03-09,38.29,4.9,5.07,1.2
1582,2016-03-08,36.5,-3.69,5.01,-1.57
1583,2016-03-07,37.9,5.51,5.09,3.46
1584,2016-03-04,35.92,3.91,4.92,0.82
1585,2016-03-03,34.57,-0.26,4.88,-1.41
1586,2016-03-02,34.66,0.76,4.95,-0.8
1587,2016-03-01,34.4,1.93,4.99,0.0
1588,2016-02-29,33.75,2.96,4.99,0.2
1589,2016-02-26,32.78,-0.88,4.98,-1.58
1590,2016-02-25,33.07,2.86,5.06,4.33
1591,2016-02-24,32.15,0.88,4.85,-0.82
1592,2016-02-23,31.87,1.24,4.89,-9.44
1593,2016-02-22,31.48,6.21,5.4,4.85
1594,2016-02-19,29.64,-3.67,5.15,-1.72
1595,2016-02-18,30.77,0.36,5.24,3.35
1596,2016-02-17,30.66,5.58,5.07,8.57
1597,2016-02-16,29.04,-5.11,4.67,-2.51
1598,2016-02-15,30.6,5.26,4.79,-5.15
1599,2016-02-14,29.08,-1.24,,
1600,2016-02-12,29.44,12.32,5.05,6.77
1601,2016-02-11,26.21,-4.52,4.73,-2.87
1602,2016-02-10,27.45,-1.75,4.87,-1.62
1603,2016-02-09,27.94,-5.89,4.95,-5.35
1604,2016-02-08,29.69,-3.88,5.23,-5.6
1605,2016-02-05,30.89,-2.62,5.54,-1.07
1606,2016-02-04,31.72,-1.73,5.6,-0.18
1607,2016-02-03,32.28,8.03,5.61,-3.44
1608,2016-02-02,29.88,-5.5,5.81,2.29
1609,2016-02-01,31.62,-5.95,5.68,-5.96
1610,2016-01-29,33.62,1.2,6.04,-0.33
1611,2016-01-28,33.22,2.85,6.06,2.71
1612,2016-01-27,32.3,2.7,5.9,-2.8
1613,2016-01-26,31.45,3.66,6.07,3.41
1614,2016-01-25,30.34,-5.75,5.87,-7.12
1615,2016-01-22,32.19,9.01,6.32,2.43
1616,2016-01-21,29.53,11.22,6.17,-2.22
1617,2016-01-20,26.55,-6.71,6.31,-7.34
1618,2016-01-19,28.46,-5.21,6.81,1.49
1619,2016-01-18,30.02,0.94,6.71,0.6
1620,2016-01-17,29.75,1.1,,
1621,2016-01-15,29.42,-5.71,6.67,-5.79
1622,2016-01-14,31.2,2.36,7.08,-2.21
1623,2016-01-13,30.48,0.13,7.24,1.97
1624,2016-01-12,30.44,-3.09,7.1,-0.28
1625,2016-01-11,31.41,-5.28,7.12,-3.91
1626,2016-01-08,33.16,-0.33,7.41,-1.72
1627,2016-01-07,33.27,-2.06,7.54,-2.58
1628,2016-01-06,33.97,-5.56,7.74,-3.13
1629,2016-01-05,35.97,-2.15,7.99,-0.62
1630,2016-01-04,36.76,-0.76,8.04,-2.19
1631,2015-12-31,37.04,1.2,8.22,0.12
1632,2015-12-30,36.6,-3.35,8.21,-0.73
1633,2015-12-29,37.87,2.88,8.27,-0.48
1634,2015-12-28,36.81,-3.39,8.31,1.47
1635,2015-12-24,38.1,1.6,8.19,-0.36
1636,2015-12-23,37.5,3.76,8.22,-0.36
1637,2015-12-22,36.14,4.03,8.25,0.73
1638,2015-12-21,34.74,0.03,8.19,1.61
1639,2015-12-18,34.73,-0.63,8.06,-0.12
1640,2015-12-17,34.95,-1.6,8.07,-0.74
1641,2015-12-16,35.52,-4.9,8.13,-0.73
1642,2015-12-15,37.35,2.86,8.19,1.49
1643,2015-12-14,36.31,1.94,8.07,0.0
1644,2015-12-11,35.62,-3.1,8.07,-3.47
1645,2015-12-10,36.76,-1.08,8.36,-0.48
1646,2015-12-09,37.16,-0.93,8.4,-0.12
1647,2015-12-08,37.51,-0.37,8.41,0.0
1648,2015-12-07,37.65,-5.8,8.41,-1.29
1649,2015-12-04,39.97,-2.7,8.52,-0.81
1650,2015-12-03,41.08,2.85,8.59,1.3
1651,2015-12-02,39.94,-4.56,8.48,-0.93
1652,2015-12-01,41.85,0.48,8.56,-0.23
1653,2015-11-30,41.65,-0.14,8.58,0.0
1654,2015-11-27,41.71,-2.07,8.58,0.0
1655,2015-11-26,42.59,-1.05,8.58,-0.46
1656,2015-11-25,43.04,0.4,8.62,-0.35
1657,2015-11-24,42.87,2.68,8.65,1.05
1658,2015-11-23,41.75,3.37,8.56,0.59
1659,2015-11-20,40.39,-0.37,8.51,-1.39
1660,2015-11-19,40.54,-0.52,8.63,0.58
1661,2015-11-18,40.75,0.2,8.58,-0.35
1662,2015-11-17,40.67,-2.56,8.61,0.94
1663,2015-11-16,41.74,2.45,8.53,1.67
1664,2015-11-13,40.74,-2.42,8.39,0.24
1665,2015-11-12,41.75,-2.75,8.37,-0.83
1666,2015-11-11,42.93,-2.9,8.44,0.0
1667,2015-11-10,44.21,0.78,8.44,1.56
1668,2015-11-09,43.87,-0.95,8.31,-1.07
1669,2015-11-06,44.29,-2.01,8.4,-0.71
1670,2015-11-05,45.2,-2.42,8.46,0.83
1671,2015-11-04,46.32,-3.3,8.39,-0.59
1672,2015-11-03,47.9,3.81,8.44,-1.75
1673,2015-11-02,46.14,-0.97,8.59,-0.46
1674,2015-10-30,46.59,1.15,8.63,-0.46
1675,2015-10-29,46.06,0.26,8.67,1.29
1676,2015-10-28,45.94,6.34,8.56,-0.47
1677,2015-10-27,43.2,-1.77,8.6,-0.58
1678,2015-10-26,43.98,-1.39,8.65,0.35
1679,2015-10-23,44.6,-1.72,8.62,1.77
1680,2015-10-22,45.38,0.4,8.47,0.36
1681,2015-10-21,45.2,-0.77,8.44,-0.24
1682,2015-10-20,45.55,-0.74,8.46,1.44
1683,2015-10-19,45.89,-2.9,8.34,-0.48
1684,2015-10-16,47.26,1.9,8.38,-0.36
1685,2015-10-15,46.38,-0.56,8.41,-0.12
1686,2015-10-14,46.64,-0.04,8.42,1.2
1687,2015-10-13,46.66,-0.93,8.32,0.48
1688,2015-10-12,47.1,-5.1,8.28,-0.6
1689,2015-10-09,49.63,0.4,8.33,2.71
1690,2015-10-08,49.43,3.39,8.11,0.25
1691,2015-10-07,47.81,-1.48,8.09,-1.34
